ID,heading,sortid,parentid,path,heading,sortid,parentid,path
7110,N-Z,57110.5,57107.5,19/2063/E1204,N-Z,57110.5,57107.5,19/2063/E1204
7111,(By topic),57111.5,12420.5,19/2064/E1205,(By topic),57111.5,12420.5,19/2064/E1205
7112,(By place),57112.5,12420.5,19/2064/E1206,(By place),57112.5,12420.5,19/2064/E1206
7113,(Titles),57113.5,12420.5,19/2064/E1207,(Titles),57113.5,12420.5,19/2064/E1207
7114,(Unnumbered),57114.5,12425.5,19/2064/E1213,(Unnumbered),57114.5,12425.5,19/2064/E1213
7115,(By number),57115.5,12425.5,sub,(By number),57115.5,12425.5,sub
7116,1-159,57116.5,57115.5,19/2064/E1215,1-159,57116.5,57115.5,19/2064/E1215
7117,160-299,57117.5,57115.5,19/2064/E1216,160-299,57117.5,57115.5,19/2064/E1216
7118,300-438,57118.5,57115.5,19/2064/E1217,300-438,57118.5,57115.5,19/2064/E1217
7119,(By author),57119.5,12428.5,1/2065/E1221,(By author),57119.5,12428.5,1/2065/E1221
7120,(By topic),57120.5,12428.5,sub,(By topic),57120.5,12428.5,sub
7121,A,57121.5,57120.5,1/2065/E1223,A,57121.5,57120.5,1/2065/E1223
7122,B,57122.5,57120.5,1/2065/E1224,B,57122.5,57120.5,1/2065/E1224
7123,C,57123.5,57120.5,1/2065/E1225,C,57123.5,57120.5,1/2065/E1225
7124,D-L,57124.5,57120.5,1/2065/E1226,D-L,57124.5,57120.5,1/2065/E1226
7125,M-N,57125.5,57120.5,1/2065/E1227,M-N,57125.5,57120.5,1/2065/E1227
7126,O-Pa,57126.5,57120.5,1/2065/E1228,O-Pa,57126.5,57120.5,1/2065/E1228
7127,Periodicals,57127.5,57120.5,1/2066/E1229,Periodicals,57127.5,57120.5,1/2066/E1229
7128,Philosophy,57128.5,57120.5,sub,Philosophy,57128.5,57120.5,sub
7129,(By author),57129.5,57128.5,sub,(By author),57129.5,57128.5,sub
7130,A-C,57130.5,57129.5,1/2066/E1233,A-C,57130.5,57129.5,1/2066/E1233
7131,D-G,57131.5,57129.5,1/2066/E1234,D-G,57131.5,57129.5,1/2066/E1234
7132,H-K,57132.5,57129.5,1/2066/E1235,H-K,57132.5,57129.5,1/2066/E1235
7133,L-O,57133.5,57129.5,1/2066/E1236,L-O,57133.5,57129.5,1/2066/E1236
7134,P-R,57134.5,57129.5,1/2066/E1237,P-R,57134.5,57129.5,1/2066/E1237
7135,S-T,57135.5,57129.5,1/2066/E1238,S-T,57135.5,57129.5,1/2066/E1238
7136,U-Z,57136.5,57129.5,1/2066/E1239,U-Z,57136.5,57129.5,1/2066/E1239
7137,(By topic),57137.5,57128.5,1/2067/E1240,(By topic),57137.5,57128.5,1/2067/E1240
7138,Po-Sta,57138.5,57120.5,1/2067/E1241,Po-Sta,57138.5,57120.5,1/2067/E1241
7139,Study and teaching,57139.5,57120.5,sub,Study and teaching,57139.5,57120.5,sub
7140,(By author),57140.5,57139.5,1/2067/E1243,(By author),57140.5,57139.5,1/2067/E1243
7141,(By topic),57141.5,57139.5,1/2067/E1244,(By topic),57141.5,57139.5,1/2067/E1244
7142,(By place),57142.5,57139.5,1/2067/E1245,(By place),57142.5,57139.5,1/2067/E1245
7143,Study and teaching (Elementary)-Z,57143.5,57120.5,1/2067/E1246,Study and teaching (Elementary)-Z,57143.5,57120.5,1/2067/E1246
7144,(By author),57144.5,12430.5,sub,(By author),57144.5,12430.5,sub
7145,A-F,57145.5,57144.5,1/2067/E1249,A-F,57145.5,57144.5,1/2067/E1249
7146,G-M,57146.5,57144.5,1/2067/E1250,G-M,57146.5,57144.5,1/2067/E1250
7147,N-Z,57147.5,57144.5,1/2067/E1251,N-Z,57147.5,57144.5,1/2067/E1251
7148,(By topic),57148.5,12430.5,1/2067/E1252,(By topic),57148.5,12430.5,1/2067/E1252
7149,(By author),57149.5,12432.5,1/2067/E1259,(By author),57149.5,12432.5,1/2067/E1259
7150,(By topic),57150.5,12432.5,20/2068/E1260,(By topic),57150.5,12432.5,20/2068/E1260
7151,(By date),57151.5,12432.5,sub,(By date),57151.5,12432.5,sub
7152,16th >,57152.5,57151.5,20/2068/E1262,16th >,57152.5,57151.5,20/2068/E1262
7153,20th century,57153.5,57151.5,sub,20th century,57153.5,57151.5,sub
7154,(By author),57154.5,57153.5,sub,(By author),57154.5,57153.5,sub
7155,A-H,57155.5,57154.5,20/2068/E1265,A-H,57155.5,57154.5,20/2068/E1265
7156,I-Z,57156.5,57154.5,20/2068/E1266,I-Z,57156.5,57154.5,20/2068/E1266
7157,(By topic),57157.5,57153.5,20/2068/E1267,(By topic),57157.5,57153.5,20/2068/E1267
7158,1945-,57158.5,57151.5,20/2068/E1268,1945-,57158.5,57151.5,20/2068/E1268
7159,(By author),57159.5,12471.5,sub,(By author),57159.5,12471.5,sub
7160,A-G,57160.5,57159.5,19/2073/E1309,A-G,57160.5,57159.5,19/2073/E1309
7161,H-Q,57161.5,57159.5,19/2073/E1310,H-Q,57161.5,57159.5,19/2073/E1310
7162,R-Z,57162.5,57159.5,19/2074/E1311,R-Z,57162.5,57159.5,19/2074/E1311
7163,(By topic),57163.5,12471.5,19/2074/E1312,(By topic),57163.5,12471.5,19/2074/E1312
7164,Collected and selected works,57164.5,12509.5,19/2079/E1349,Collected and selected works,57164.5,12509.5,19/2079/E1349
7165,Correspondence,57165.5,12509.5,19/2079/E1350,Correspondence,57165.5,12509.5,19/2079/E1350
7166,Individual works,57166.5,12509.5,19/2079/E1351,Individual works,57166.5,12509.5,19/2079/E1351
7167,(By author),57167.5,12510.5,19/2079/E1353,(By author),57167.5,12510.5,19/2079/E1353
7168,(By topic),57168.5,12510.5,19/2079/E1354,(By topic),57168.5,12510.5,19/2079/E1354
7169,Collected and selected works,57169.5,12523.5,20/2081/E1368,Collected and selected works,57169.5,12523.5,20/2081/E1368
7170,Correspondence,57170.5,12523.5,20/2081/E1369,Correspondence,57170.5,12523.5,20/2081/E1369
7171,Individual works,57171.5,12523.5,20/2081/E1370,Individual works,57171.5,12523.5,20/2081/E1370
7172,Collected and selected works,57172.5,12535.5,2/2082/E1383,Collected and selected works,57172.5,12535.5,2/2082/E1383
7173,Correspondence,57173.5,12535.5,2/2082/E1384,Correspondence,57173.5,12535.5,2/2082/E1384
7174,Individual works,57174.5,12535.5,2/2082/E1385,Individual works,57174.5,12535.5,2/2082/E1385
7175,Collected and selected works,57175.5,12578.5,2/2088/E1429,Collected and selected works,57175.5,12578.5,2/2088/E1429
7176,Individual works,57176.5,12578.5,2/2088/E1430,Individual works,57176.5,12578.5,2/2088/E1430
7177,(By author),57177.5,12584.5,2/2089/E1436,(By author),57177.5,12584.5,2/2089/E1436
7178,(By topic),57178.5,12584.5,2/2089/E1437,(By topic),57178.5,12584.5,2/2089/E1437
7179,(By place),57179.5,12584.5,2/2089/E1438,(By place),57179.5,12584.5,2/2089/E1438
7180,(By place) (info),57180.5,12584.5,info/P,(By place) (info),57180.5,12584.5,info/P
7181,(By author),57181.5,12595.5,2/2091/E1450,(By author),57181.5,12595.5,2/2091/E1450
7182,(By topic or sub-agency),57182.5,12595.5,sub,(By topic or sub-agency),57182.5,12595.5,sub
7183,A-G,57183.5,57182.5,2/2091/E1452,A-G,57183.5,57182.5,2/2091/E1452
7184,History,57184.5,57182.5,sub,History,57184.5,57182.5,sub
7185,(By author),57185.5,57184.5,2/2091/E1454,(By author),57185.5,57184.5,2/2091/E1454
7186,(By topic),57186.5,57184.5,2/2091/E1455,(By topic),57186.5,57184.5,2/2091/E1455
7187,(By date),57187.5,57184.5,sub,(By date),57187.5,57184.5,sub
7188,To 1517,57188.5,57187.5,2/2091/E1457,To 1517,57188.5,57187.5,2/2091/E1457
7189,1215-1250,57189.5,57187.5,2/2091/E1458,1215-1250,57189.5,57187.5,2/2091/E1458
7190,"History, Local-Z",57190.5,57182.5,2/2091/E1459,"History, Local-Z",57190.5,57182.5,2/2091/E1459
7191,Manuscripts,57191.5,12611.5,2/2093/E1476,Manuscripts,57191.5,12611.5,2/2093/E1476
7192,Collected and selected works,57192.5,12611.5,2/2093/E1477,Collected and selected works,57192.5,12611.5,2/2093/E1477
7193,Individual titles,57193.5,12611.5,sub,Individual titles,57193.5,12611.5,sub
7194,Batrachomyomachia,57194.5,57193.5,2/2093/E1478,Batrachomyomachia,57194.5,57193.5,2/2093/E1478
7195,Centones,57195.5,57193.5,2/2094/E1479,Centones,57195.5,57193.5,2/2094/E1479
7196,Hymni,57196.5,57193.5,2/2094/E1480,Hymni,57196.5,57193.5,2/2094/E1480
7197,Ilias,57197.5,57193.5,sub,Ilias,57197.5,57193.5,sub
7198,(By language),57198.5,57197.5,sub,(By language),57198.5,57197.5,sub
7199,Greek,57199.5,57198.5,2/2094/E2830,Greek,57199.5,57198.5,2/2094/E2830
7200,Translations,57200.5,57198.5,2/2094/E1482,Translations,57200.5,57198.5,2/2094/E1482
7201,Paraphrases,57201.5,57197.5,2/2094/E1483,Paraphrases,57201.5,57197.5,2/2094/E1483
7202,Parts,57202.5,57197.5,sub,Parts,57202.5,57197.5,sub
7203,(By language),57203.5,57202.5,sub,(By language),57203.5,57202.5,sub
7204,Greek,57204.5,57203.5,2/2094/E2831,Greek,57204.5,57203.5,2/2094/E2831
7205,Translations,57205.5,57203.5,2/2094/E1486,Translations,57205.5,57203.5,2/2094/E1486
7206,Ilias (Subject),57206.5,57193.5,2/2094/E1487,Ilias (Subject),57206.5,57193.5,2/2094/E1487
7207,Margites,57207.5,57193.5,2/2094/E1488,Margites,57207.5,57193.5,2/2094/E1488
7208,Odyssea,57208.5,57193.5,sub,Odyssea,57208.5,57193.5,sub
7209,(By language),57209.5,57208.5,sub,(By language),57209.5,57208.5,sub
7210,Greek,57210.5,57209.5,2/2094/E2828,Greek,57210.5,57209.5,2/2094/E2828
7211,Translations,57211.5,57209.5,2/2094/E1491,Translations,57211.5,57209.5,2/2094/E1491
7212,Paraphrases,57212.5,57208.5,2/2094/E1492,Paraphrases,57212.5,57208.5,2/2094/E1492
7213,Parts,57213.5,57208.5,2/2094/E1493,Parts,57213.5,57208.5,2/2094/E1493
7214,Odyssea (Subject),57214.5,57193.5,2/2094/E1494,Odyssea (Subject),57214.5,57193.5,2/2094/E1494
7215,Scholia,57215.5,57193.5,2/2094/E1495,Scholia,57215.5,57193.5,2/2094/E1495
7216,(By author),57216.5,12612.5,2/2094/E1497,(By author),57216.5,12612.5,2/2094/E1497
7217,(By topic),57217.5,12612.5,sub,(By topic),57217.5,12612.5,sub
7218,"Addresses, essays, lectures >",57218.5,57217.5,2/2094/D2293,"Addresses, essays, lectures >",57218.5,57217.5,2/2094/D2293
7219,Influence >,57219.5,57217.5,2/2095/E2099,Influence >,57219.5,57217.5,2/2095/E2099
7220,(By author),57220.5,12620.5,2/2096/E2108,(By author),57220.5,12620.5,2/2096/E2108
7221,(By topic),57221.5,12620.5,2/2096/E2109,(By topic),57221.5,12620.5,2/2096/E2109
7222,(By place),57222.5,12620.5,2/2096/E2110,(By place),57222.5,12620.5,2/2096/E2110
7223,(Without subdivision),57223.5,12628.5,10/2097/E2119,(Without subdivision),57223.5,12628.5,10/2097/E2119
7224,(By topic or sub-agency),57224.5,12628.5,sub,(By topic or sub-agency),57224.5,12628.5,sub
7225,A-D,57225.5,57224.5,10/2097/E2121,A-D,57225.5,57224.5,10/2097/E2121
7226,E-Z,57226.5,57224.5,10/2097/E2122,E-Z,57226.5,57224.5,10/2097/E2122
7227,Complete and selected works,57227.5,12638.5,2/2098/E2132,Complete and selected works,57227.5,12638.5,2/2098/E2132
7228,Individual works,57228.5,12638.5,2/2098/E2133,Individual works,57228.5,12638.5,2/2098/E2133
7229,Complete works,57229.5,12667.5,sub,Complete works,57229.5,12667.5,sub
7230,Latin versions (By date),57230.5,57229.5,sub,Latin versions (By date),57230.5,57229.5,sub
7231,Incunabula,57231.5,57230.5,2/2102/E2164,Incunabula,57231.5,57230.5,2/2102/E2164
7232,1501-1600,57232.5,57230.5,2/2102/E2165,1501-1600,57232.5,57230.5,2/2102/E2165
7233,1601-1800,57233.5,57230.5,2/2102/E2166,1601-1800,57233.5,57230.5,2/2102/E2166
7234,1801-1900,57234.5,57230.5,2/2102/E2168,1801-1900,57234.5,57230.5,2/2102/E2168
7235,l901-,57235.5,57230.5,2/2102/E2169,l901-,57235.5,57230.5,2/2102/E2169
7236,Translations (By language),57236.5,57229.5,2/2102/E2170,Translations (By language),57236.5,57229.5,2/2102/E2170
7237,Selected works,57237.5,12667.5,sub,Selected works,57237.5,12667.5,sub
7238,Latin versions (By date),57238.5,57237.5,2/2102/H1607,Latin versions (By date),57238.5,57237.5,2/2102/H1607
7239,Translations,57239.5,57237.5,2/2102/E2177,Translations,57239.5,57237.5,2/2102/E2177
7240,Individual titles,57240.5,12667.5,sub,Individual titles,57240.5,12667.5,sub
7241,Ars poetica,57241.5,57240.5,sub,Ars poetica,57241.5,57240.5,sub
7242,Latin versions (By date),57242.5,57241.5,2/2102/H1606,Latin versions (By date),57242.5,57241.5,2/2102/H1606
7243,Translations (By language),57243.5,57241.5,2/2102/E2180,Translations (By language),57243.5,57241.5,2/2102/E2180
7244,Ars poetica (Subject),57244.5,57240.5,2/2102/E2188,Ars poetica (Subject),57244.5,57240.5,2/2102/E2188
7245,Carmen saeculare,57245.5,57240.5,2/2102/E2189,Carmen saeculare,57245.5,57240.5,2/2102/E2189
7246,Carmina,57246.5,57240.5,sub,Carmina,57246.5,57240.5,sub
7247,Latin versions (By date),57247.5,57246.5,2/2102/E2181,Latin versions (By date),57247.5,57246.5,2/2102/E2181
7248,Translations (By language),57248.5,57246.5,sub,Translations (By language),57248.5,57246.5,sub
7249,A-E,57249.5,57248.5,2/2102/E2193,A-E,57249.5,57248.5,2/2102/E2193
7250,F-Z,57250.5,57248.5,2/2102/E2195,F-Z,57250.5,57248.5,2/2102/E2195
7251,Carmina (Subject),57251.5,57240.5,2/2102/E2199,Carmina (Subject),57251.5,57240.5,2/2102/E2199
7252,Epistola ad Augustum,57252.5,57240.5,2/2102/E1499,Epistola ad Augustum,57252.5,57240.5,2/2102/E1499
7253,Epistolae,57253.5,57240.5,sub,Epistolae,57253.5,57240.5,sub
7254,Latin versions (By date),57254.5,57253.5,2/2102/E2192,Latin versions (By date),57254.5,57253.5,2/2102/E2192
7255,Translations,57255.5,57253.5,2/2102/E1502,Translations,57255.5,57253.5,2/2102/E1502
7256,Epistolae (Subject),57256.5,57240.5,2/2102/E1503,Epistolae (Subject),57256.5,57240.5,2/2102/E1503
7257,Epistolae and Satirae and Ars poetica,57257.5,57240.5,sub,Epistolae and Satirae and Ars poetica,57257.5,57240.5,sub
7258,Latin versions (By date),57258.5,57257.5,2/2102/C2749,Latin versions (By date),57258.5,57257.5,2/2102/C2749
7259,Translations,57259.5,57257.5,2/2102/E1505,Translations,57259.5,57257.5,2/2102/E1505
7260,Epodi,57260.5,57240.5,2/2103/E1506,Epodi,57260.5,57240.5,2/2103/E1506
7261,Satirae,57261.5,57240.5,sub,Satirae,57261.5,57240.5,sub
7262,Latin versions (By date),57262.5,57261.5,2/2103/C2750,Latin versions (By date),57262.5,57261.5,2/2103/C2750
7263,Translations,57263.5,57261.5,2/2103/E1508,Translations,57263.5,57261.5,2/2103/E1508
7264,Additional titles,57264.5,57240.5,2/2103/E1509,Additional titles,57264.5,57240.5,2/2103/E1509
7265,(By author),57265.5,12668.5,sub,(By author),57265.5,12668.5,sub
7266,A-L,57266.5,57265.5,2/2103/E1512,A-L,57266.5,57265.5,2/2103/E1512
7267,M-Z,57267.5,57265.5,2/2103/E1513,M-Z,57267.5,57265.5,2/2103/E1513
7268,(By topic),57268.5,12668.5,2/2103/E1514,(By topic),57268.5,12668.5,2/2103/E1514
7269,(By author),57269.5,12686.5,2/2106/E1534,(By author),57269.5,12686.5,2/2106/E1534
7270,(By topic),57270.5,12686.5,2/2106/E1535,(By topic),57270.5,12686.5,2/2106/E1535
7271,(By place),57271.5,12686.5,2/2106/E1536,(By place),57271.5,12686.5,2/2106/E1536
7272,(By place) (info),57272.5,12686.5,info/P,(By place) (info),57272.5,12686.5,info/P
7273,(By author),57273.5,12688.5,2/2106/E1539,(By author),57273.5,12688.5,2/2106/E1539
7274,(By topic),57274.5,12688.5,2/2106/E1540,(By topic),57274.5,12688.5,2/2106/E1540
7275,(By place),57275.5,12688.5,2/2106/E1541,(By place),57275.5,12688.5,2/2106/E1541
7276,(By author),57276.5,12700.5,2/2108/E1554,(By author),57276.5,12700.5,2/2108/E1554
7277,(By topic),57277.5,12700.5,2/2108/E1555,(By topic),57277.5,12700.5,2/2108/E1555
7278,(By place),57278.5,12700.5,sub,(By place),57278.5,12700.5,sub
7279,A-R,57279.5,57278.5,2/2108/E1557,A-R,57279.5,57278.5,2/2108/E1557
7280,S-Z,57280.5,57278.5,2/2108/E1558,S-Z,57280.5,57278.5,2/2108/E1558
7281,(By author),57281.5,12715.5,10/2110/E1574,(By author),57281.5,12715.5,10/2110/E1574
7282,(By topic),57282.5,12715.5,10/2110/E1575,(By topic),57282.5,12715.5,10/2110/E1575
7283,(By place),57283.5,12715.5,10/2110/E1576,(By place),57283.5,12715.5,10/2110/E1576
7284,(By place) (info),57284.5,12715.5,info/P,(By place) (info),57284.5,12715.5,info/P
7285,(By author),57285.5,12725.5,19/2112/E1587,(By author),57285.5,12725.5,19/2112/E1587
7286,(By topic),57286.5,12725.5,19/2112/E1588,(By topic),57286.5,12725.5,19/2112/E1588
7287,(By place),57287.5,12725.5,sub,(By place),57287.5,12725.5,sub
7288,(By place) (info),57288.5,12725.5,info/P,(By place) (info),57288.5,12725.5,info/P
7289,A-B,57289.5,57287.5,19/2112/E1590,A-B,57289.5,57287.5,19/2112/E1590
7290,C-E,57290.5,57287.5,19/2112/E1591,C-E,57290.5,57287.5,19/2112/E1591
7291,F-G,57291.5,57287.5,19/2112/E1592,F-G,57291.5,57287.5,19/2112/E1592
7292,H-M,57292.5,57287.5,19/2112/E1593,H-M,57292.5,57287.5,19/2112/E1593
7293,N-O,57293.5,57287.5,19/2112/E1594,N-O,57293.5,57287.5,19/2112/E1594
7294,P-Underdeveloped,57294.5,57287.5,1/2113/E1595,P-Underdeveloped,57294.5,57287.5,1/2113/E1595
7295,United States,57295.5,57287.5,sub,United States,57295.5,57287.5,sub
7296,(By author),57296.5,57295.5,sub,(By author),57296.5,57295.5,sub
7297,A-K,57297.5,57296.5,1/2113/E1598,A-K,57297.5,57296.5,1/2113/E1598
7298,L-T,57298.5,57296.5,1/2113/E1599,L-T,57298.5,57296.5,1/2113/E1599
7299,U-Z,57299.5,57296.5,1/2113/E1600,U-Z,57299.5,57296.5,1/2113/E1600
7300,(By topic),57300.5,57295.5,sub,(By topic),57300.5,57295.5,sub
7301,A-K,57301.5,57300.5,1/2113/E1602,A-K,57301.5,57300.5,1/2113/E1602
7302,L-Z,57302.5,57300.5,1/2113/E1603,L-Z,57302.5,57300.5,1/2113/E1603
7303,Uruguay-Z,57303.5,57287.5,1/2113/E1604,Uruguay-Z,57303.5,57287.5,1/2113/E1604
7304,Collected and selected works,57304.5,12762.5,4/2118/E1640,Collected and selected works,57304.5,12762.5,4/2118/E1640
7305,Individual works,57305.5,12762.5,4/2118/E1641,Individual works,57305.5,12762.5,4/2118/E1641
7306,Collected and selected works,57306.5,12822.5,3/2127/E2204,Collected and selected works,57306.5,12822.5,3/2127/E2204
7307,Correspondence,57307.5,12822.5,3/2127/E2205,Correspondence,57307.5,12822.5,3/2127/E2205
7308,Individual works,57308.5,12822.5,3/2127/E2206,Individual works,57308.5,12822.5,3/2127/E2206
7309,(By author),57309.5,12823.5,3/2127/E2208,(By author),57309.5,12823.5,3/2127/E2208
7310,(By topic),57310.5,12823.5,3/2127/E2209,(By topic),57310.5,12823.5,3/2127/E2209
7311,(By author),57311.5,12839.5,sub,(By author),57311.5,12839.5,sub
7312,A-I,57312.5,57311.5,3/2129/E2227,A-I,57312.5,57311.5,3/2129/E2227
7313,J-Z,57313.5,57311.5,3/2129/E2228,J-Z,57313.5,57311.5,3/2129/E2228
7314,(By topic),57314.5,12839.5,3/2130/E2229,(By topic),57314.5,12839.5,3/2130/E2229
7315,(By place),57315.5,12839.5,3/2130/E2230,(By place),57315.5,12839.5,3/2130/E2230
7316,(By author),57316.5,12850.5,sub,(By author),57316.5,12850.5,sub
7317,A-G,57317.5,57316.5,3/2131/E2243,A-G,57317.5,57316.5,3/2131/E2243
7318,H-O,57318.5,57316.5,3/2131/E2244,H-O,57318.5,57316.5,3/2131/E2244
7319,P-Z,57319.5,57316.5,3/2131/E2245,P-Z,57319.5,57316.5,3/2131/E2245
7320,(By topic),57320.5,12850.5,7/2132/E2246,(By topic),57320.5,12850.5,7/2132/E2246
7321,(By date),57321.5,12850.5,7/2132/E2247,(By date),57321.5,12850.5,7/2132/E2247
7322,(By author),57322.5,12854.5,7/2132/E2252,(By author),57322.5,12854.5,7/2132/E2252
7323,(By topic),57323.5,12854.5,7/2132/E2253,(By topic),57323.5,12854.5,7/2132/E2253
7324,Collected and selected works,57324.5,12861.5,3/2133/E2261,Collected and selected works,57324.5,12861.5,3/2133/E2261
7325,Correspondence,57325.5,12861.5,3/2133/E2262,Correspondence,57325.5,12861.5,3/2133/E2262
7326,Individual works,57326.5,12861.5,3/2133/E2263,Individual works,57326.5,12861.5,3/2133/E2263
7327,(Without subdivision),57327.5,12883.5,3/2136/E2286,(Without subdivision),57327.5,12883.5,3/2136/E2286
7328,(By topic or sub-agency),57328.5,12883.5,sub,(By topic or sub-agency),57328.5,12883.5,sub
7329,Allami Foeldmeresi...>,57329.5,57328.5,3/2136/E2288,Allami Foeldmeresi...>,57329.5,57328.5,3/2136/E2288
7330,Census >,57330.5,57328.5,3/2136/E2289,Census >,57330.5,57328.5,3/2136/E2289
7331,Economic conditions >,57331.5,57328.5,3/2136/E2290,Economic conditions >,57331.5,57328.5,3/2136/E2290
7332,Foeldmiveles... >,57332.5,57328.5,3/2136/E2291,Foeldmiveles... >,57332.5,57328.5,3/2136/E2291
7333,History,57333.5,57328.5,sub,History,57333.5,57328.5,sub
7334,(By author),57334.5,57333.5,3/2136/E2293,(By author),57334.5,57333.5,3/2136/E2293
7335,(By topic),57335.5,57333.5,3/2136/E2294,(By topic),57335.5,57333.5,3/2136/E2294
7336,(By date),57336.5,57333.5,sub,(By date),57336.5,57333.5,sub
7337,To 894,57337.5,57336.5,3/2136/E2296,To 894,57337.5,57336.5,3/2136/E2296
7338,1867-1918,57338.5,57336.5,14/2137/E2297,1867-1918,57338.5,57336.5,14/2137/E2297
7339,1945-,57339.5,57336.5,14/2137/E2298,1945-,57339.5,57336.5,14/2137/E2298
7340,"History, Local >",57340.5,57328.5,14/2137/E2299,"History, Local >",57340.5,57328.5,14/2137/E2299
7341,Koezponti statisztikai hivatal,57341.5,57328.5,sub,Koezponti statisztikai hivatal,57341.5,57328.5,sub
7342,(Without subdivision),57342.5,57341.5,14/2137/E2302,(Without subdivision),57342.5,57341.5,14/2137/E2302
7343,(By topic or sub-agency),57343.5,57341.5,14/2137/E2303,(By topic or sub-agency),57343.5,57341.5,14/2137/E2303
7344,Kueluegyminiszterium >,57344.5,57328.5,14/2137/E2304,Kueluegyminiszterium >,57344.5,57328.5,14/2137/E2304
7345,Politics and government,57345.5,57328.5,14/2137/E2305,Politics and government,57345.5,57328.5,14/2137/E2305
7346,Population >,57346.5,57328.5,14/2137/E2306,Population >,57346.5,57328.5,14/2137/E2306
7347,(By author),57347.5,12901.5,sub,(By author),57347.5,12901.5,sub
